PM,Lat,Lot
34.35060883,60.21816635,24.85536385
41.73962021,60.21816635,24.85717201
32.96067810,60.21816635,24.86078453
34.64311218,60.21816635,24.86620331
41.10201263,60.21816635,24.90233612
30.02413559,60.21816635,24.92220688
36.83443451,60.21816635,24.92401314
31.70805550,60.21816635,24.97459793
36.08039856,60.21816635,24.98182297
44.62889862,60.21907043,24.89872169
36.12584305,60.21907043,25.04685974
40.24377441,60.21997070,24.84271812
32.89597702,60.21997070,24.84813881
31.82700348,60.21997070,24.90052795
48.26910019,60.21997070,24.97821045
34.48700714,60.22087479,24.83549309
39.11986923,60.22087479,24.84452629
31.10950470,60.22087479,24.84994507
41.06335831,60.22087479,25.03963280
36.05429840,60.22177505,24.84452629
35.53992462,60.22177505,24.84633255
46.88683319,60.22177505,24.85355759
47.81048203,60.22177505,24.88607597
36.87390518,60.22177505,24.95291901
44.53655624,60.22177505,24.98182297
30.90079498,60.22267914,24.84271812
30.82727623,60.22267914,24.85536385
47.52288055,60.22267914,24.86620331
38.21676254,60.22267914,24.92220688
58.01675415,60.22357941,24.85175133
86.32332611,60.22357941,24.85355759
30.36896133,60.22357941,24.95833778
32.47720337,60.22447968,24.86259079
34.95226669,60.22447968,24.89149666
48.72537613,60.22538376,24.84271812
30.90948105,60.22538376,24.85897827
41.45927429,60.22628403,24.85717201
49.06727219,60.22628403,24.90414238
50.95965576,60.22718811,24.92401314
37.01029968,60.22718811,24.98724365
36.17493439,60.22718811,25.02156830
30.50908470,60.22718811,25.05227852
133.20079041,60.22808838,24.83368683
51.73218155,60.22808838,24.83549309
36.97849655,60.22808838,24.93304634
38.14907074,60.22808838,25.01795578
61.52737045,60.22899246,24.88607597
31.65140152,60.22899246,24.90414238
30.19094467,60.22899246,24.90956116
51.92976379,60.22899246,24.91136742
39.18596268,60.22899246,24.95833778
183.00624084,60.22899246,24.99627686
39.31544876,60.22899246,25.03240776
101.71048737,60.22989273,24.86078453
31.51509857,60.22989273,24.88426971
39.73960114,60.22989273,24.90956116
38.06394577,60.22989273,24.91136742
124.00399017,60.22989273,24.99085617
35.82728195,60.23079681,24.84813881
62.45790100,60.23079681,24.84994507
89.64707184,60.23079681,24.85536385
38.80436707,60.23079681,24.89510918
34.79890442,60.23079681,24.90414238
91.35292816,60.23079681,24.91498184
34.73934555,60.23079681,25.00350189
32.61408615,60.23169708,24.89330292
66.28142548,60.23169708,24.89691544
42.45154572,60.23169708,24.90052795
30.71875572,60.23169708,24.92220688
36.00151825,60.23169708,25.02156830
33.26025772,60.23260117,24.84813881
30.60087776,60.23260117,24.90594864
30.67780113,60.23260117,24.91498184
53.22321320,60.23260117,24.98363113
57.24986267,60.23260117,25.05047226
37.47982025,60.23350143,24.83187866
30.57585716,60.23350143,24.90956116
162.98043823,60.23440552,24.83368683
37.22369003,60.23440552,24.90775490
88.04518890,60.23440552,24.91317368
49.34355164,60.23440552,24.95833778
48.81442261,60.23530579,24.90594864
37.14822388,60.23530579,24.91317368
56.07054520,60.23530579,25.01253510
45.44245148,60.23530579,25.02879333
37.78939819,60.23620987,24.85355759
50.12456131,60.23620987,24.90775490
33.35787201,60.23620987,24.91317368
101.92140198,60.23620987,24.95472527
44.80700684,60.23711014,24.83549309
40.36225891,60.23711014,24.83910561
32.31713867,60.23711014,24.85175133
31.26263046,60.23711014,24.91317368
33.37694550,60.23711014,24.94207954
34.66302872,60.23801422,24.86439705
34.67529678,60.23801422,24.89330292
32.10243607,60.23801422,24.89510918
31.97701645,60.23801422,24.90052795
37.05070877,60.23801422,24.90956116
30.42852974,60.23801422,24.98363113
35.99918365,60.23891449,24.86801147
33.72628784,60.23891449,24.87343025
31.84012222,60.23891449,24.90052795
43.14678574,60.23891449,24.90594864
59.31290436,60.23891449,24.95833778
34.18426514,60.23891449,24.99266243
34.39059830,60.23891449,25.00350189
47.22038269,60.23891449,25.01253510
46.06592941,60.23981476,24.84271812
30.43915367,60.23981476,24.97459793
32.34997940,60.23981476,24.98904991
42.30904770,60.23981476,25.00350189
30.77293777,60.24071884,24.89872169
35.91607666,60.24071884,24.91498184
35.56694031,60.24071884,24.96556473
47.60776138,60.24071884,24.98904991
36.01099777,60.24161911,24.83729935
42.39183044,60.24161911,24.85355759
31.06106186,60.24161911,24.89872169
44.90773773,60.24161911,24.90594864
45.07914352,60.24252319,24.83187866
32.42111969,60.24252319,24.87523651
30.20562553,60.24252319,24.89510918
38.98849869,60.24252319,24.90594864
33.71143341,60.24252319,24.93304634
36.09280014,60.24252319,25.00892258
32.32492447,60.24342346,24.84271812
33.66925430,60.24342346,24.86078453
33.87390900,60.24342346,24.88788223
34.29254913,60.24342346,24.89510918
32.07147598,60.24342346,24.91136742
31.99934769,60.24432755,24.84091187
40.18627930,60.24432755,24.89691544
36.81287384,60.24522781,24.83187866
34.16720200,60.24522781,24.88968849
30.61524582,60.24522781,24.89691544
30.37953758,60.24522781,24.90052795
30.26363754,60.24522781,24.98904991
41.36921692,60.24522781,25.02518082
30.53105164,60.24613190,24.83187866
33.28172302,60.24613190,24.83910561
39.18293762,60.24613190,24.89510918
34.11774826,60.24613190,25.05047226
35.27163315,60.24613190,25.05950546
34.30721283,60.24703217,24.89149666
34.21345520,60.24703217,24.89510918
76.57452393,60.24703217,24.90052795
45.79998398,60.24703217,24.90233612
30.88302994,60.24703217,24.90594864
46.25133896,60.24703217,24.93304634
83.01813507,60.24703217,25.03602028
31.57604027,60.24793625,24.84271812
33.66934204,60.24793625,24.85175133
44.64867401,60.24793625,24.88426971
37.34077835,60.24793625,24.89149666
39.13409805,60.24793625,24.89691544
33.59794617,60.24793625,24.89872169
30.18912125,60.24793625,24.90414238
38.48234177,60.24793625,24.91317368
36.42744446,60.24793625,24.91678810
38.49454117,60.24793625,25.00711632
30.15389633,60.24883652,24.89691544
32.20230865,60.24883652,24.89872169
30.23774147,60.24883652,24.90956116
31.15139961,60.24883652,24.91678810
30.36275482,60.24974060,24.90233612
68.35664368,60.24974060,25.03240776
33.28436279,60.25064087,24.88968849
30.86334419,60.25064087,24.89872169
32.09951401,60.25154495,24.89330292
32.16996384,60.25154495,24.89510918
34.14795303,60.25244522,24.90052795
